Reference Number,Publication Title,Publication Authors,Publication Journal,Publication Volume,Publication Pages,Publication Year,Study Location,Experimental Design,Treatment Description,Treatment Dosage,Treatment Dosage Units,Animals per Treatment,Treatment Code,Treatment Type,Animal Metabolic Status,Rumen Cannulation Status,Animal Housing Type,Animal Feeding Type,Diet Acclimation Days,Data Collection Days,Total Treatment Days,Feed Analysis Method,Animal sex: 1 = Male; 2= Female,Animal Age (months),"Animal BW, kg",Methane Measurement Method,DIM,"ADG, kg/d ",ADG SEM,ADG SD,Intake strategy,Diet Forage #1,"Diet Forage #1, % Diet DM",Diet Forage #2,"Diet forage #2, % Diet DM",Supplemental Feed Ingredients,"Diet Forage, %DM","DMI, kg/d",DMI SEM,DMI SED,DMI SD,"Diet GE, Mcal/kg DM","Diet CP, %DM","Diet Fatty Acids, %DM","Diet EE, %DM","Diet Ash, %DM","Diet NDF, %DM","Diet ADF, %DM","Diet Lignin, %DM","Diet Starch, %DM",Rumen pH,Rumen pH SEM,Rumen pH SED,Rumen pH SD,"Rumen Ammonia, mM",Rumen Ammonia SEM,Rumen Ammonia SED,Rumen Ammonia SD,"Rumen VFA, mM",Rumen VFA SEM,Rumen VFA SED,Rumen VFA SD,"Rumen Acetate, mol/100 mol",Rumen Acetate SEM,Rumen Acetate SED ,Rumen Acetate SD ,"Rumen Propionate, mol/100 mol",Rumen Propionate SEM,Rumen Propionate SED,Rumen Propionate  SD,"Rumen Butyrate, mol/100 mol",Rumen Butyrate SEM,Rumen Butyrate SED,Rumen Butyrate SD,Rumen Sampling Method,"TTDM dig, %",TTDM dig SEM,TTDM dig SED,TTDM dig SD,"TTOM dig, % ",TTOM dig SEM,TTOM dig SED,TTOM dig SD,"TTCP dig, %",TTCP dig SEM,TTCP dig SED,TTCP dig SD,"TTGE dig, %",TTGE dig SEM,TTGE dig SED,TTGE dig SD,"TTNDF dig, %",TTNDF dig SEM,TTNDF dig SED,TTNDF dig SD,"TTADF dig, %",TTADF dig SEM,TTADF dig SED,TTADF dig SD,"TTStarch dig, %",TTStarch dig SEM,TTStarch dig SED,"Fecal N, g/d",Fecal N SEM,Fecal N SED,Fecal N SD,"Urine N, g/d",Urine N SEM,Urine N SED,Urine N SD,"Milk N, g/d",Milk N SEM,Milk N SED,"Milk, kg/d",Milk SEM,Milk SED,Milk SD,"Milk Fat, %",Milk Fat SEM,Milk Fat SED,Milk Fat SD,"Milk CP, %",Milk CP SEM,Milk CP SED,Milk CP SD,"Milk TP, %",Milk TP SEM,Milk TP SED,Milk TP SD,"Milk Lactose, %",Milk Lactose SEM,Milk Lactose SED,Milk Lactose SD,"ECM, kg/d",ECM SEM,ECM SED,ECM SD,"FCM 3.5%, kg/d",FCM 3.5% SEM,"FCM 4%, kg",FCM 4% SEM,"SCM, kg/d","SCM, SEM","FPCM, kg/d",FPCM SEM,FPCM SED,FPCM SD,"MUN, mg/dL",MUN SEM,MUN SD,"CH4, g/d ",CH4 SEM,CH4 SED,CH4 SD,"CH4/DMI, g/kg","CH4/DMI, SEM","CH4/DMI, SED","CH4/DMI, SD","CH4, %GEI","CH4, %GEI SEM","CH4, %GEI SED","CH4, %GEI SD","CH4/Milk, g/kg","CH4/Milk,SEM","CH4/Milk, SED","CH4/Milk, SD","CH4/ECM, g/kg","CH4/ECM,SEM","CH4/ECM, SED","CH4/ECM, SD",CH4/BW Gain g/kg,"CH4/BW Gain, g/kg SEM","H2, g/d",H2 SEM,H2 SD,H2/DMI g/kg,H2/DMI g/kg SEM,"H2/DMI, g/kg SED",H2/DMI g/kg SD,"CO2, g/d ",CO2 SEM,CO2 SED,CO2 SD,"CO2/DMI, g/kg","CO2/DMI, g/kg SEM","CO2/DMI, g/kg SED","CO2/DMI, g/kg SD"
729,"Diet supplementation with canola meal improves milk production, reduces enteric methane emissions, and shifts nitrogen excretion from urine to feces in dairy cows","Benchaar, C., F. Hassanat, K. A. Beauchemin, G. Gislon and D. R. Ouellet",Journal of Dairy Science,104,9645-9663,2021,Canada,Latin Square,Control,0,%DM,16,0%CM,Control,Lactating,Cannulated,Individual,TMR,14,21,35,Wet Chemistry,2,60,692,Respiration chamber,116,,,,Ad libitum,Grass Legume Silage ,25,Corn silage,21.9,"Corn, Soybean Meal, Soy Hulls, Canola meal, Beet Pulp",52,25.8,0.51,,,4.44,16.4,,4.3,7,34.5,21.7,,19,6.18,0.035,,,6.66,0.30,,,143,2.5,,,61.8,0.55,,,22,0.74,,,11.9,0.22,,,Cannula,69.9,0.49,,,71.6,0.49,,,69.6,0.43,,,69.1,0.5,,,59.7,0.9,,,57.9,1.01,,,93.3,0.5,,206,5,,,238,6.4,,,210,6.5,,40.4,1.18,,,4,0.095,,,,,,,3.42,0.044,,,4.59,0.038,,,44,1.27,,,,,,,,,,,,,13.6,0.43,,489,15.5,,,18.9,0.55,,,5.65,0.161,,,12.5,0.214,,,11.5,0.45,,,,,,,,,,,,,,,,,,,
729,"Diet supplementation with canola meal improves milk production, reduces enteric methane emissions, and shifts nitrogen excretion from urine to feces in dairy cows","Benchaar, C., F. Hassanat, K. A. Beauchemin, G. Gislon and D. R. Ouellet",Journal of Dairy Science,104,9645-9663,2021,Canada,Latin Square,24% Canola Meal,23.7,%DM,16,24%CM,Diet Reformulation,Lactating,Cannulated,Individual,TMR,14,21,35,Wet Chemistry,2,60,692,Respiration chamber,116,,,,Ad libitum,Grass Legume Silage ,25,Corn silage,21.9,"Corn, Soybean Meal, Soy Hulls, Canola meal, Beet Pulp",52,27.7,0.51,,,4.50,16.3,,5.16,7.6,33.7,21.3,,19.2,6.17,0.035,,,6.55,0.30,,,138,2.5,,,61.2,0.55,,,23.4,0.74,,,11.4,0.22,,,Cannula,67.2,0.49,,,69,0.49,,,67.6,0.43,,,66.8,0.5,,,52.6,0.9,,,47.6,1.01,,,94.1,0.5,,233,5,,,224,6.4,,,222,6.5,,43.4,1.18,,,3.84,0.095,,,,,,,3.38,0.044,,,4.55,0.038,,,46.2,1.27,,,,,,,,,,,,,12.2,0.43,,461,15.5,,,16.8,0.55,,,4.9,0.161,,,11.1,0.214,,,10.3,0.45,,,,,,,,,,,,,,,,,,,
729,"Diet supplementation with canola meal improves milk production, reduces enteric methane emissions, and shifts nitrogen excretion from urine to feces in dairy cows","Benchaar, C., F. Hassanat, K. A. Beauchemin, G. Gislon and D. R. Ouellet",Journal of Dairy Science,104,9645-9663,2021,Canada,Latin Square,16% Canola Meal,15.8,%DM,16,16%CM,Diet Reformulation,Lactating,Cannulated,Individual,TMR,14,21,35,Wet Chemistry,2,60,692,Respiration chamber,116,,,,Ad libitum,Grass Legume Silage ,25,Corn silage,21.9,"Corn, Soybean Meal, Soy Hulls, Canola meal, Beet Pulp",52,27.3,0.51,,,4.48,16.3,,4.92,7.5,33.8,21.4,,18.9,6.13,0.035,,,6.42,0.30,,,140,2.5,,,61,0.55,,,23.4,0.74,,,11.5,0.22,,,Cannula,68.2,0.49,,,69.9,0.49,,,68.3,0.43,,,67.6,0.5,,,54.5,0.9,,,51.2,1.01,,,94,0.5,,224,5,,,224,6.4,,,218,6.5,,42,1.18,,,3.96,0.095,,,,,,,3.45,0.044,,,4.58,0.038,,,45.6,1.27,,,,,,,,,,,,,12.1,0.43,,463,15.5,,,17.1,0.55,,,5.05,0.161,,,11.6,0.214,,,10.6,0.45,,,,,,,,,,,,,,,,,,,
729,"Diet supplementation with canola meal improves milk production, reduces enteric methane emissions, and shifts nitrogen excretion from urine to feces in dairy cows","Benchaar, C., F. Hassanat, K. A. Beauchemin, G. Gislon and D. R. Ouellet",Journal of Dairy Science,104,9645-9663,2021,Canada,Latin Square,8% Canola Meal,7.9,%DM,16,8%CM,Diet Reformulation,Lactating,Cannulated,Individual,TMR,14,21,35,Wet Chemistry,2,60,692,Respiration chamber,116,,,,Ad libitum,Grass Legume Silage ,25,Corn silage,21.9,"Corn, Soybean Meal, Soy Hulls, Canola meal, Beet Pulp",52,26.9,0.51,,,4.47,16.3,,4.58,7.3,34.4,21.5,,18.8,6.1,0.035,,,6.20,0.30,,,144,2.5,,,61.3,0.55,,,22.8,0.74,,,11.7,0.22,,,Cannula,69,0.49,,,70.7,0.49,,,69.1,0.43,,,68.2,0.5,,,57.4,0.9,,,54.6,1.01,,,93.4,0.5,,217,5,,,234,6.4,,,213,6.5,,41.3,1.18,,,4,0.095,,,,,,,3.46,0.044,,,4.6,0.038,,,45,1.27,,,,,,,,,,,,,12.7,0.43,,475,15.5,,,17.8,0.55,,,5.28,0.161,,,12,0.214,,,11,0.45,,,,,,,,,,,,,,,,,,,
730,Methane production and nitrogen balance of dairy heifers grazing palisade grass cv. Marandu alone or with forage peanut,"Berca, A. S., A. D. Cardoso, V. Z. Longhini, L. O. Tedeschi, R. M. Boddey, A. Berndt, R. A. Reis and A. C. Ruggieri",Journal of Animal Science,97,4625-4634,2019,Brazil,Completely Random Design,Control - Palisade grass without N fertilization,,,7,Control,Diet Reformulation,Nonlactating,Non-cannulated,Pasture,Pasture,,,,Wet Chemistry,2,24,316,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,Grass - Fresh,,,,,100,8.46,0.35,,,,8.3,,1.9,10.7,61.8,30.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,,,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,6.9,,,16.42,0.97,,,4.99,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Methane production and nitrogen balance of dairy heifers grazing palisade grass cv. Marandu alone or with forage peanut,"Berca, A. S., A. D. Cardoso, V. Z. Longhini, L. O. Tedeschi, R. M. Boddey, A. Berndt, R. A. Reis and A. C. Ruggieri",Journal of Animal Science,97,4625-4634,2019,Brazil,Completely Random Design,Palisade grass mixed with forage peanut,,,7,Mixed,Diet Reformulation,Nonlactating,Non-cannulated,Pasture,Pasture,,,,Wet Chemistry,2,24,329,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,Grass - Fresh,,,,,100,9.35,0.35,,,,8.5,,1.7,11.7,60.1,30.2,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,59,2,,,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,6.9,,,15.79,0.97,,,4.81,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Methane production and nitrogen balance of dairy heifers grazing palisade grass cv. Marandu alone or with forage peanut,"Berca, A. S., A. D. Cardoso, V. Z. Longhini, L. O. Tedeschi, R. M. Boddey, A. Berndt, R. A. Reis and A. C. Ruggieri",Journal of Animal Science,97,4625-4634,2019,Brazil,Completely Random Design,Fertilized with Urea,,,7,Fertilized,Diet Reformulation,Nonlactating,Non-cannulated,Pasture,Pasture,,,,Wet Chemistry,2,24,332,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,Grass - Fresh,,,,,100,8.97,0.35,,,,11.2,,1.9,10.1,58.9,29.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,62,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,52,2,,,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,6.9,,,16.22,0.97,,,4.94,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Enteric methane emission and digestion in dairy cows fed wheat or molasses,"Borsting, C. F., M. Brask, A. L. F. Hellwing, M. R. Weisbjerg and P. Lund",Journal of Dairy Science,103,1211-1224,2020,Denmark ,Latin Square,NaOH-treated Wheat,35,%DM,4,Wh + NaOH,Diet Reformulation,Lactating,Cannulated,Individual,TMR,21,7,28,Wet Chemistry,2,,548,Respiration Chamber (Open-Circuit),176,,,,Ad libitum,Grass Legume Silage ,49,,,"Sodium hydroxide-treated Wheat, Soybean meal",49,18.1,0.7,,,4.30,17.6,,2.44,7.46,29,,,24.9,6.45,0.09,,,11.10,1.97,,,110,5.9,,,60.8,1.40,,,20.8,1.20,,,15.8,1.70,,,Cannula,,,,,75.9,0.6,,,70.6,2.1,,,,,,,67.6,1.2,,,,,,,96.6,2.4,,,,,,,,,,,,,24.6,2.9,,,4.49,0.31,,,4.02,0.18,,,,,,,4.85,0.04,,,26.5,2.2,,,,,,,,,,,,,,,,441,25.8,,,24.08,1,,,7.39,0.3,,,,,,,17.42,1.15,,,,,,,,,,,,,,,,,,,
733,Enteric methane emission and digestion in dairy cows fed wheat or molasses,"Borsting, C. F., M. Brask, A. L. F. Hellwing, M. R. Weisbjerg and P. Lund",Journal of Dairy Science,103,1211-1224,2020,Denmark ,Latin Square,Sugar Beet Molasses +Na Bicarb,35,%DM,4,Mo+Bic,Diet Reformulation,Lactating,Cannulated,Individual,TMR,21,7,28,Wet Chemistry,2,,548,Respiration Chamber (Open-Circuit),176,,,,Ad libitum,Grass Legume Silage ,49,,,"Sugar Beet Molasses + sodium bicarbonate, Soybean meal",49,17.7,0.7,,,4.13,18,,1.67,10.3,27.7,,,1.2,6.47,0.09,,,14.57,1.97,,,114,5.9,,,57.9,1.40,,,21.3,1.20,,,18.4,1.70,,,Cannula,,,,,75.6,0.6,,,66.2,2.1,,,,,,,66.8,1.2,,,,,,,92.7,2.4,,,,,,,,,,,,,19.7,2.9,,,4.65,0.31,,,4.19,0.18,,,,,,,4.65,0.04,,,22,2.2,,,,,,,,,,,,,,,,459,25.8,,,25.16,1,,,8.03,0.3,,,,,,,21,1.15,,,,,,,,,,,,,,,,,,,
733,Enteric methane emission and digestion in dairy cows fed wheat or molasses,"Borsting, C. F., M. Brask, A. L. F. Hellwing, M. R. Weisbjerg and P. Lund",Journal of Dairy Science,103,1211-1224,2020,Denmark ,Latin Square,Sugar Beet Molasses,35,%DM,4,Mo,Diet Reformulation,Lactating,Cannulated,Individual,TMR,21,7,28,Wet Chemistry,2,,548,Respiration Chamber (Open-Circuit),176,,,,Ad libitum,Grass Legume Silage ,49.4,,,"Sugar Beet Molasses, Soybean meal",49.4,17.9,0.7,,,4.16,17.8,,1.65,9.75,28,,,1.4,6.45,0.09,,,13.96,1.97,,,108,5.9,,,57.9,1.40,,,20.8,1.20,,,19,1.70,,,Cannula,,,,,76.1,0.6,,,66,2.1,,,,,,,67.9,1.2,,,,,,,93.3,2.4,,,,,,,,,,,,,19.3,2.9,,,4.81,0.31,,,4.15,0.18,,,,,,,4.61,0.04,,,22.1,2.2,,,,,,,,,,,,,,,,481,25.8,,,25.94,1,,,8.24,0.3,,,,,,,22.58,1.15,,,,,,,,,,,,,,,,,,,
733,Enteric methane emission and digestion in dairy cows fed wheat or molasses,"Borsting, C. F., M. Brask, A. L. F. Hellwing, M. R. Weisbjerg and P. Lund",Journal of Dairy Science,103,1211-1224,2020,Denmark ,Latin Square,Wheat,35,%DM,4,Wh,Diet Reformulation,Lactating,Cannulated,Individual,TMR,21,7,28,Wet Chemistry,2,,548,Respiration Chamber (Open-Circuit),176,,,,Ad libitum,Grass Legume Silage ,49.4,,,"Wheat, Soybean meal",49.4,16.6,0.7,,,4.35,17.5,,2.58,6.06,31.8,,,22.7,6.4,0.09,,,12.92,1.97,,,110,5.9,,,59.7,1.40,,,22.6,1.20,,,15,1.70,,,Cannula,,,,,75.4,0.6,,,70.4,2.1,,,,,,,64.6,1.2,,,,,,,98.3,2.4,,,,,,,,,,,,,22.2,2.9,,,4.44,0.31,,,3.99,0.18,,,,,,,4.7,0.04,,,23.7,2.2,,,,,,,,,,,,,,,,392,25.8,,,23.29,1,,,7.1,0.3,,,,,,,17.49,1.15,,,,,,,,,,,,,,,,,,,
742,Repeatability and ranking of long-term enteric methane emissions measurement on dairy cows across diets and time using GreenFeed system in farm-conditions,"Coppa, M., J. Jurquet, M. Eugene, T. Dechaux, Y. Rochette, J. M. Lamy, A. Ferlay and C. Martin",Methods,186,59-67,2021,France,Completely Randomized Block ,High starch,,,15,CH4int,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,35,80,115,Wet Chemistry,2,52,652,GreenFeed System,,,,,Ad libitum,Corn silage,67.2,Straw,2,Rapeseed cake ,69,25.4,0.6,,,4.51,13.8,,3.2,5.8,40.7,20.2,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3,1.21,,,3.67,0.16,,,,,,,3.19,0.02,,,,,,,,,,,,,,,,,,,,,,,,351,16.4,,,13.8,0.57,,,4.04,0.155,,,9.2,0.46,,,,,,,,,,,,,,,,11655,349.9,,,,,,
742,Repeatability and ranking of long-term enteric methane emissions measurement on dairy cows across diets and time using GreenFeed system in farm-conditions,"Coppa, M., J. Jurquet, M. Eugene, T. Dechaux, Y. Rochette, J. M. Lamy, A. Ferlay and C. Martin",Methods,186,59-67,2021,France,Completely Randomized Block ,Low starch & low lipid,,,15,CH4+,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,35,80,115,Wet Chemistry,2,52,652,GreenFeed System,,,,,Ad libitum,Grass silage,62.8,,,"Rapeseed cake, Beet pulp",63,18.6,0.6,,,4.71,14.6,,2.9,9.6,41.6,23.1,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,1.21,,,3.91,0.16,,,,,,,3.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,337,16.4,,,18.2,0.57,,,5.19,0.155,,,11.3,0.46,,,,,,,,,,,,,,,,10399,349.9,,,,,,
742,Repeatability and ranking of long-term enteric methane emissions measurement on dairy cows across diets and time using GreenFeed system in farm-conditions,"Coppa, M., J. Jurquet, M. Eugene, T. Dechaux, Y. Rochette, J. M. Lamy, A. Ferlay and C. Martin",Methods,186,59-67,2021,France,Completely Randomized Block ,High starch & high lipid,,,15,CH4-,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,35,80,115,Wet Chemistry,2,52,652,GreenFeed System,,,,,Ad libitum,Corn silage,62.8,,,"Rapeseed cake, Tradimega",63,24.2,0.6,,,4.61,14.2,,4.8,5.9,39.8,21.2,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1.21,,,3.47,0.16,,,,,,,3.13,0.02,,,,,,,,,,,,,,,,,,,,,,,,343,16.4,,,14.3,0.57,,,4.07,0.155,,,9.3,0.46,,,,,,,,,,,,,,,,11389,349.9,,,,,,
744,"Lactational performance, rumen fermentation, and enteric methane emission of dairy cows fed an amylase-enabled corn silage","Cueva, S. F., H. Stefenoni, A. Melgar, S. E. Raisanen, C. F. A. Lage, D. E. Wasson, M. E. Fetter, A. M. Pelaez, G. W. Roth and A. N. Hristov",Journal of Dairy Science,104,9827-9841,2021,United States,Randomized block design,Control corn silage,,,24,CON,Control,Lactating,Non-cannulated,Free Stall Barn ,TMR,14,42,56,Wet Chemistry,2,,634,GreenFeed System,79,,,,Ad libitum,Corn silage,40,Alfalfa silage,15.4,"Cottonseed, Corn, Canola, SoyPLUS, Molasses",59.2,26.5,0.34,,,,16.7,,3.39,,33.9,22.9,,24,6.77,0.193,,,4.45,0.97,,,86.2,11.44,,,58.7,1.99,,,22.8,2.94,,,14.6,1.06,,,Stomach Tube,71.3,0.6,,,74.1,0.59,,,76.1,0.8,,,,,,,52.8,1.09,,,49.5,1.03,,,97.7,0.14,,158.8,7.96,,,262.7,13.24,,,193.1,6.42,,38.8,0.5,,,4,0.08,,,,,,,3.11,0.025,,,4.86,0.02,,,38.1,0.63,,,,,,,,,,,,,14,0.257,,420,8.2,,,15.9,0.23,,,,,,,11.1,0.22,,,11.1,0.22,,,,,1.25,0.053,,,,,,13730,158,,,,,,
744,"Lactational performance, rumen fermentation, and enteric methane emission of dairy cows fed an amylase-enabled corn silage","Cueva, S. F., H. Stefenoni, A. Melgar, S. E. Raisanen, C. F. A. Lage, D. E. Wasson, M. E. Fetter, A. M. Pelaez, G. W. Roth and A. N. Hristov",Journal of Dairy Science,104,9827-9841,2021,United States,Randomized block design,Amylase-enabled corn silage,,,24,ECS,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,24,42,56,Wet Chemistry,2,,637,GreenFeed System,79,,,,Ad libitum,Corn silage,40,Alfalfa silage,15.4,"Cottonseed, Corn, Canola, SoyPLUS, Molasses",59.2,26.3,0.34,,,,16.5,,3.63,,33.6,22.6,,25.2,6.52,0.193,,,4.02,0.97,,,105.1,11.44,,,59,1.99,,,26.4,2.94,,,11.3,1.06,,,Stomach Tube,72.5,0.6,,,75.2,0.59,,,76.6,0.8,,,,,,,53.4,1.09,,,50.3,1.03,,,97.6,0.14,,155.2,7.96,,,249.6,13.24,,,191.2,6.42,,40.8,0.5,,,3.82,0.08,,,,,,,3.07,0.025,,,4.92,0.02,,,39.5,0.63,,,,,,,,,,,,,12.7,0.257,,411,8.2,,,15.7,0.23,,,,,,,10.3,0.22,,,10.7,0.22,,,,,1.17,0.053,,,,,,13835,158,,,,,,
745,Enteric methane emission from grazing dairy cows receiving corn silage or ground corn supplementation,"Dall-Orsoletta, A. C., M. M. Oziemblowski, A. Berndt and H. M. N. Ribeiro",Animal Feed Science and Technology,253,4647-4656,2019,Brazil,Latin Square,Pasture without supplementation,,,12,WS,Control,Lactating,Non-cannulated,Pasture,Component,12,5,17,Wet Chemistry,2,52,492,Sulfur Hexafluoride (SF6) tracer technique,101,,,,Ad libitum,Grass - Fresh,100,,,None,100,11.9,0.19,,,,,,,,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,0.38,,,4.34,0.053,,,,,,,3.13,0.02,,,,,,,22.2,0.31,,,,,,,,,,,,,,,,334,14.1,,,27.7,1.32,,,8,0.53,,,15.3,0.59,,,15,0.57,,,,,,,,,,,,,,,,,,,
745,Enteric methane emission from grazing dairy cows receiving corn silage or ground corn supplementation,"Dall-Orsoletta, A. C., M. M. Oziemblowski, A. Berndt and H. M. N. Ribeiro",Animal Feed Science and Technology,253,4647-4656,2019,Brazil,Latin Square,Pasture + Ground Corn,,,12,GC ,Diet Reformulation,Lactating,Non-cannulated,Pasture,Component,12,5,17,Wet Chemistry,2,52,492,Sulfur Hexafluoride (SF6) tracer technique,101,,,,Ad libitum,Grass - Fresh,75.68,,,Ground Corn,75.68,14.8,0.19,,,,,,,,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,0.38,,,4.25,0.053,,,,,,,3.21,0.02,,,,,,,23.5,0.31,,,,,,,,,,,,,,,,321,14.1,,,20.4,1.32,,,7.2,0.53,,,14.3,0.59,,,13.8,0.57,,,,,,,,,,,,,,,,,,,
745,Enteric methane emission from grazing dairy cows receiving corn silage or ground corn supplementation,"Dall-Orsoletta, A. C., M. M. Oziemblowski, A. Berndt and H. M. N. Ribeiro",Animal Feed Science and Technology,253,4647-4656,2019,Brazil,Latin Square,Pasture + Corn Silage,,,12,CS,Diet Reformulation,Lactating,Non-cannulated,Pasture,Component,12,5,17,Wet Chemistry,2,52,492,Sulfur Hexafluoride (SF6) tracer technique,101,,,,Ad libitum,Grass - Fresh,76.52,Corn silage,23.48,None,100,13.2,0.19,,,,,,,,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,0.38,,,4.36,0.053,,,,,,,3.07,0.02,,,,,,,22.2,0.31,,,,,,,,,,,,,,,,356,14.1,,,25,1.32,,,8.1,0.53,,,15.6,0.59,,,15.1,0.57,,,,,,,,,,,,,,,,,,,
746,"Effects of Starch Level and a Mixture of Sunflower and Fish Oils on Nutrient Intake and Digestibility, Rumen Fermentation, and Ruminal Methane Emissions in Dairy Cows","Darabighane, B., I. Tapio, L. Ventto, P. Kairenius, T. Stefanski, H. Leskinen, K. J. Shingfield, J. Vilkki and A. R. Bayat",Animals,11,1310,2021,Finland,Latin Square,Low starch  ,0,g/kg,4,LS,Diet Reformulation,Lactating,Cannulated,Individual,TMR,14,5,19,Wet Chemistry,2,,,Sulfur Hexafluoride (SF6) tracer technique,76,,,,Ad libitum,Grass silage,55,,,"Beet pulp, Barley, Rapeseed meal",55,23,0.43,,,4.37,15.9,,2.35,7.4,43,,,1.61,6.79,0.061,,,6.80,0.37,,,100,2.6,,,68.1,0.58,,,17.9,0.98,,,9.93,0.441,,,Cannula,69.1,0.31,,,70.6,0.34,,,67.4,0.73,,,68,0.34,,,60.8,0.59,,,,,,,85.8,1.43,,,,,,,,,,,,,30.9,1.55,,,4.01,0.116,,,,,,,3.31,0.094,,,4.27,0.145,,,30.2,1.87,,,,,,,,,,,,,,,,551,39.4,,,,,,,7.25,0.521,,,17.8,0.74,,,18.2,0.7,,,,,,,,,,,,6109,544.8,,,,,,
746,"Effects of Starch Level and a Mixture of Sunflower and Fish Oils on Nutrient Intake and Digestibility, Rumen Fermentation, and Ruminal Methane Emissions in Dairy Cows","Darabighane, B., I. Tapio, L. Ventto, P. Kairenius, T. Stefanski, H. Leskinen, K. J. Shingfield, J. Vilkki and A. R. Bayat",Animals,11,1310,2021,Finland,Latin Square,Low starch + Unsaturated FA,30,g/kg,4,LSO,Diet Reformulation,Lactating,Cannulated,Individual,TMR,14,5,19,Wet Chemistry,2,,,Sulfur Hexafluoride (SF6) tracer technique,76,,,,Ad libitum,Grass silage,55,,,"Beet pulp, Barley, Rapeseed meal, Urea, Oil",55,21,0.43,,,4.51,16,,5.14,7.2,41.7,,,1.5,6.68,0.061,,,7.48,0.37,,,100,2.6,,,68.1,0.58,,,18.1,0.98,,,10.1,0.441,,,Cannula,69.9,0.31,,,71.4,0.34,,,68.2,0.73,,,69.2,0.34,,,61.5,0.59,,,,,,,80.5,1.43,,,,,,,,,,,,,31.3,1.55,,,3.94,0.116,,,,,,,3.15,0.094,,,4.39,0.145,,,30,1.87,,,,,,,,,,,,,,,,471,39.4,,,,,,,6.56,0.521,,,15.1,0.74,,,15.7,0.7,,,,,,,,,,,,4488,544.8,,,,,,
746,"Effects of Starch Level and a Mixture of Sunflower and Fish Oils on Nutrient Intake and Digestibility, Rumen Fermentation, and Ruminal Methane Emissions in Dairy Cows","Darabighane, B., I. Tapio, L. Ventto, P. Kairenius, T. Stefanski, H. Leskinen, K. J. Shingfield, J. Vilkki and A. R. Bayat",Animals,11,1310,2021,Finland,Latin Square,High starch,0,g/kg,4,HS,Diet Reformulation,Lactating,Cannulated,Individual,TMR,14,5,19,Wet Chemistry,2,,,Sulfur Hexafluoride (SF6) tracer technique,76,,,,Ad libitum,Grass silage,55,,,"Ground Barley, Ground wheat, Rapeseed meal",55,23.5,0.43,,,4.39,16.5,,2.29,5.9,34.4,,,20.2,6.64,0.061,,,9.31,0.37,,,110,2.6,,,65.3,0.58,,,18.6,0.98,,,11.1,0.441,,,Cannula,71.2,0.31,,,72.6,0.34,,,68.2,0.73,,,69.9,0.34,,,56.2,0.59,,,,,,,92.7,1.43,,,,,,,,,,,,,31.1,1.55,,,4.05,0.116,,,,,,,3.47,0.094,,,4.43,0.145,,,31.3,1.87,,,,,,,,,,,,,,,,553,39.4,,,,,,,7.04,0.521,,,17.8,0.74,,,17.8,0.7,,,,,,,,,,,,4937,544.8,,,,,,
